app_id,title,category,current_version,avg_rating,is_free,price,currency,contains_ads,dev_id,dev_name,dev_email,company_name,dev_key,version_tag,release_notes,upload_date,review_author,review_comment,review_stars
56174b95-d0f4-42d5-952f-34ec5f3431cb,Customizable coherent framework,Games,4.2,1.1,False,36.01,USD,True,37566110-9ef7-451b-8c28-56b10588fb31,Carolyn Todd,jenna35@simpson.com,Carpenter LLC,d1aaaf622a575d5d,v5,Sign pick try yard.,2026-02-17,angela76,Focus kind area play born.,1
97654afc-0fd5-4000-8c8b-a3887d131938,Secured optimal success,Games,6.0,1.4,True,0.0,,False,dfa5ab1a-59bc-4854-aa64-a8a03f099648,Kathryn Mitchell,snelson@stafford-ferguson.biz,Rose-Gamble,159b41a2cc6557ab,v2,Bit because protect.,2026-01-17,zelliott,Turn hold give visit. Quite candidate police then.,2
bacd0a33-ef9e-4838-96ab-028145c63d33,De-engineered composite intranet,Productivity,12.9,4.7,False,18.57,USD,True,807cc253-a72e-4392-8b56-e389bfedfd64,Paul Jones,cristina62@love.com,Barker PLC,cfa185f4e61f74b4,v1,Head might manager like.,2026-01-14,juan57,Employee scientist upon trade offer time tax central. Strategy more stop I road forget think.,1
14b8f697-d575-4534-9cc7-ad8eefa65f00,Pre-emptive bandwidth-monitored customer loyalty,Productivity,2.6,4.3,True,0.0,,False,031775ce-fe0f-42be-bece-315876289cdb,Wayne Ford,armstrongnicole@duffy.com,"Bailey, Silva and Cox",9b7c3c96973a8aae,v1,Charge still soon style.,2026-01-28,martinterry,Ago direction quality military person. Wait production action.,4
22ee9480-cfd2-4cbb-b16b-5fcadf76cac6,Multi-layered content-based approach,Productivity,2.7,3.5,True,0.0,,False,34e225bc-2c40-4631-9c10-92f6b395a93b,Matthew Collins,melissa59@smith-krueger.com,"Miller, Burns and Diaz",b84a9f732bb83a70,v3,Job professor item news do crime.,2026-01-05,pkennedy,Yard well matter blue us program send. Experience major measure station tree theory.,2
1c4fb8f3-7b90-4374-b7dc-ff31f91f6b58,Synergized fault-tolerant leverage,Tools,5.1,1.6,False,46.37,USD,True,94370146-a430-4bc4-a435-6e1511e38859,Darren Patel,eric81@sloan-garcia.com,"Weaver, Black and Martinez",80d8ef58982d0a7c,v2,Factor life against after up.,2026-02-10,harriszachary,Ago represent traditional write. Truth big citizen enough couple policy.,5
f9fbf226-a889-489f-995f-50c584f72140,De-engineered exuding algorithm,Tools,11.2,4.5,True,0.0,,True,8219a152-8271-4ab5-903b-d8ee81ecb5f3,Jodi Blake,alexandradavis@chambers-anderson.com,Blackwell and Sons,c3d8663800ab1dd9,v5,Eat cold section expect.,2026-03-01,lchang,Surface listen attention per provide. No great amount door race middle. Official thus agree media.,1
dc6d8004-e611-4007-a623-b43c1a76e03f,Phased intermediate utilization,Education,7.2,1.4,True,0.0,,False,b2f7da14-8ce6-4170-a1f6-6b4b49d95062,Robert Chen,kenneth88@crosby-guzman.com,"Allison, Martin and Brown",202907c548fc56fd,v1,Add claim which edge computer.,2026-02-26,sotomichael,Want worker woman west leader interesting. Mission religious citizen bill how cell produce reality.,1
9f36e732-81c0-4700-9671-8a0951716b73,Focused tertiary groupware,Games,2.1,1.2,True,0.0,,True,3d1ae0c1-1e4d-47b3-84db-582e65f96392,Tara Wood,davischristopher@cox.org,"Morse, Bird and Boyd",95f7ae0381e0db43,v2,Dog total see marriage listen strategy.,2026-01-22,nelsonandrew,Your through address beat hot color economic. Dream put want bring wait.,5
d185b138-467d-43e6-a61e-1ed2e4a80342,Public-key fault-tolerant process improvement,Finance,7.2,1.8,True,0.0,,True,fa133765-b991-45d0-82c0-e658bb96e360,Jessica Chase,kevinrojas@moore-simmons.biz,"Kennedy, Mcmahon and Cameron",ae6b82115876d115,v1,Red bring end expert.,2026-01-08,jeffreymcclain,Simply back organization.,4
dd6c9d1c-f784-4c61-96d9-d397ad5d9f27,Balanced hybrid Internet solution,Finance,2.1,4.5,False,43.87,USD,True,c0218bea-16dd-4111-9f61-4f1fb530d16f,Jenny Davis,rebecca32@wells-stafford.com,"Myers, Willis and Burgess",f0c4bbdea1f0d48a,v3,Great peace on whose.,2026-01-05,sonya48,Into central main.,4
9bfc5745-bb68-4fb5-ae9f-1190ec2865f4,Visionary eco-centric orchestration,Productivity,10.3,3.6,False,10.72,USD,False,9bd17308-cb70-425f-ba01-67bbf9b9c64e,Melissa Velasquez,bondfrank@ayers.biz,Carter-Roach,4dcc5b6ebdf65d6c,v5,Contain piece we same.,2026-02-03,ukelly,People and seek what what race. Action as somebody ask along phone.,4
23be122f-85ce-40f4-b21a-f1de3c205a04,Cross-platform intangible toolset,Education,8.2,1.5,True,0.0,,True,f9315926-cc09-423f-8022-e6ab99cc1010,Dale Brown,martinezbrandon@boyer.com,Bennett Inc,cfbf2b0dd7a69314,v5,Hand position past ok wonder big.,2026-01-19,katherine19,With we official very where. Fact woman both success lot unit.,1
a73f352a-ed52-4765-8283-5ed4eb896a7a,Networked 6thgeneration architecture,Education,5.2,3.8,False,44.97,USD,False,143bd350-ed67-47b1-b540-988e446e7db6,Jonathan Thomas,jennifer79@costa.com,White-Rice,a666031a297b4b34,v4,Control real pressure paper nearly issue my.,2026-01-27,marvingolden,Road group business when discover bit because. Half have notice environmental.,5
fdbac133-633d-4cb7-9e27-b3913a10371d,Robust contextually-based attitude,Social,9.2,3.5,False,35.92,USD,False,db31fc96-e5b3-4466-bd49-208b52b7e5ee,Kelly Thompson,esteele@peck-rose.net,"Waters, Rivera and Bowman",e339b0115852fa05,v5,Wall modern catch effort bad.,2026-01-10,michael65,Crime control something change act offer detail by. Join where read.,1
15c46441-38cc-4628-9349-e2c21c17623f,Enterprise-wide mobile methodology,Social,4.2,1.9,True,0.0,,True,94c4118b-a2ff-4393-be73-6029d849ff0a,Maria Thomas,luis39@martinez.com,"Cobb, Norris and Ramos",4652d5d6ec90c4c4,v4,Get sport ground east plan table.,2026-01-03,austinomar,Happen event Congress. Amount gas throughout fine.,1
39e771b2-b92f-4699-9aac-67369e53034a,Focused fault-tolerant superstructure,Productivity,11.8,4.1,True,0.0,,False,c146646e-ddd2-4d2a-bb6b-84c066a3f23c,Sonya Brown,sthomas@henry.info,"Hill, Cisneros and Owens",58718fa927b5a413,v2,Also improve only whole book player physical.,2026-02-11,tina38,Above like five difficult clearly join. Next cost first worker. Of both citizen wrong.,1
53b04451-433a-49a7-ba28-8c752e696073,Automated heuristic synergy,Social,11.7,1.8,True,0.0,,False,2e047d1e-e12f-4b60-b674-17ddd80bc40d,Natalie Anderson,padillawilliam@copeland-wood.com,Cherry-Guerrero,8140bd83064eb439,v2,Data pattern though look.,2026-01-01,melissa48,Husband determine pick describe position you use. Care system grow actually far page yard.,1
d6a0d5a4-792b-4057-b208-79982f31c4ba,Compatible mobile model,Education,4.4,3.9,True,0.0,,False,c7f0335d-c156-49b1-89e9-f3a78d748470,Kimberly Reed,princesarah@roberts.org,Nguyen PLC,766d37c2dc82b5a0,v2,Wonder particular character side despite.,2026-02-22,andersonalbert,Line carry indicate stock similar something. Common different right say official hot area.,5
8040f233-076a-4c66-b315-cc7442497321,Diverse composite adapter,Productivity,5.6,2.1,False,15.16,USD,False,effe45d7-5df1-44ed-9920-e6f03d605613,Thomas Clark,dawn70@romero.com,Weber-Gray,409dd9731ff529fd,v2,Official condition risk set many great decide.,2026-01-29,turnerjennifer,"Green low throw toward western beautiful physical.
Care a window. Military ball follow sister bit.",3
b496537a-df35-4d86-bdc7-ee10b2aa8397,Synchronized fresh-thinking analyzer,Productivity,6.0,3.7,False,3.53,USD,False,2ce99ff4-a970-40f2-9d17-7c62d57e052b,Laura Sullivan,paigefry@sanchez-huynh.info,"West, Coleman and Mills",17416c20d9a98da3,v2,Common recent performance.,2026-02-10,dennis40,Firm name series very. Exactly difference born surface issue yourself figure.,4
7ec8976b-5167-4be3-8fea-6a796390b7d6,Profit-focused fresh-thinking application,Social,3.9,2.1,False,34.86,USD,False,c5e0fcff-b3fb-4066-82c2-fbc1a7c5ee72,Kelsey Perez,mason76@bolton.com,Christian and Sons,af24c724a84ec25a,v2,Kitchen effort physical process trip current.,2026-01-10,isaacjohnston,Control resource first. Near bar group live role nice say.,2
103b4437-dbc3-40c9-b298-69ebdba65cf2,Customizable transitional superstructure,Tools,1.7,2.2,True,0.0,,True,070c4045-6b7e-4bb8-b7ca-d413bb9aaa8a,John Riley,lisa37@boyle.com,Galloway-Briggs,a9ba56bcf83527e5,v3,Teach when age red team.,2026-01-05,brittanycampbell,Share in relationship worker opportunity federal. Grow line price past.,5
2f64508d-a011-4dba-b2a7-de178d91ba9a,Re-contextualized tertiary encryption,Tools,7.9,3.3,True,0.0,,True,da4e6c26-6c27-4b05-a659-b3e04d8d18f7,Whitney Taylor,nicolas62@nelson-erickson.com,"Peterson, Walter and Nichols",b1ec632b903baa23,v1,Need instead people key statement deal ask.,2026-02-25,sonyagarcia,There far financial course.,3
a9919a57-f473-494e-90e6-f40ec8007971,Adaptive optimizing secured line,Education,10.1,2.1,True,0.0,,True,96748cff-6864-4e18-86cc-00397a259003,Whitney Suarez,xhicks@herrera.com,Kidd Ltd,3895a5efce43d8ed,v1,Wall fly live along reveal.,2026-01-09,patrickwilson,Recent Mr such his in.,3
ef37c55a-af09-42b7-b55e-e5328479f848,De-engineered systemic Graphic Interface,Productivity,8.9,4.2,False,20.83,USD,True,6eee04fd-29bb-4f32-b595-6927e4e50a95,Maria Parker,michaelbriggs@adams.org,Hubbard-Best,1a04257eaa946340,v1,Experience month everything cultural hope especially concern.,2026-01-13,caindaniel,Course per toward movie long moment. Store very ok everybody. Sport true professional remember.,1
ee338dfe-6169-4a49-8af7-42b58ed2758f,Open-source coherent open system,Productivity,3.5,4.7,True,0.0,,True,076fda88-bf21-40fb-b56d-8959336bc754,Brian Cisneros,martin14@hanson-miller.com,Flores and Sons,8863f4e183dff4e2,v2,Relationship data research.,2026-02-12,leslie60,Book book argue military fear look man. For marriage speak interview commercial.,1
132ed3ee-f338-4d80-a8a7-96eae70ce043,Sharable 5thgeneration hardware,Tools,10.7,2.4,True,0.0,,True,2044aa43-aa22-4761-8292-40e8828cd1d5,Robert Jackson,fgriffin@peterson-taylor.com,"Shaw, Green and Anderson",cf4581b9d66e7dbf,v2,Or before at attorney second mouth thousand.,2026-01-15,maria26,Himself process maybe draw. Game bag impact maybe public away.,1
c6138d15-38fd-4254-84b7-7e0a52d0a606,Horizontal user-facing migration,Education,1.0,4.9,True,0.0,,False,7c6eb4cd-2353-45ff-abb2-896fa51a8acf,Jacqueline Cummings,jacob30@daniels.net,Miles and Sons,78b87902d57835bf,v3,Back article certain one spend.,2026-02-02,djackson,Read budget dog there. Include fight compare fast degree couple visit.,2
efb5891c-4502-4bb1-8619-c572301d756f,Configurable exuding synergy,Finance,12.6,4.8,True,0.0,,True,a4bb91c2-2d41-4a74-b12b-150811f9cc0a,Kevin Golden,jonathanpayne@west-christensen.biz,House-Chandler,4a4a7a1a578f59b1,v1,Born stock I final cost.,2026-02-21,juliecastro,Just change she phone. Investment these population street alone drive lawyer.,2
be098c2e-c521-482c-b44b-88773b30b255,Face-to-face cohesive website,Games,5.5,3.7,False,38.92,USD,False,df7b8d11-90ce-4113-b0b4-c75d126cf4da,Seth Smith DDS,wharvey@garcia.org,Sanchez Inc,f6adffce83c6d393,v1,Manage keep could adult character story notice.,2026-01-21,elizabethmcbride,Concern if front phone. Computer soon energy blue machine history suggest.,3
2ea587fa-4852-4572-8da1-4c6aeb599455,Triple-buffered static monitoring,Games,4.7,4.2,False,35.27,USD,False,efdcfa95-ecbd-4d5d-8ea9-72d73b550f80,Rhonda Johnson,john39@ayala.com,Gordon-Dickson,f77c56b8480222f8,v2,Specific huge including sense program run situation.,2026-01-06,hwilliams,Relate those soon note theory. Officer cell price amount it understand.,1
84071677-95e3-490b-ae12-11e482b6212c,Advanced client-server paradigm,Finance,9.1,3.5,False,13.95,USD,True,6ee56c19-c8a7-4fcc-b56a-3eb3a78b7379,Brandi Powell,markwilliams@arnold-owens.biz,Brown-Wright,6546b7fb866be0f5,v5,North manage throughout federal anyone.,2026-02-18,sarahmartinez,Reality no myself mission local be manager huge. Assume article oil. Along young leader must.,5
dec03175-3a1e-448f-976f-4df878029333,Automated foreground encoding,Games,1.5,2.0,False,15.95,USD,True,bc720e2f-fc7f-449c-adca-7f5f23ffc82c,Casey Knight,sbishop@shaffer.org,Oliver-Sloan,ebfb376b88879b7b,v5,College right agent those remember red place.,2026-01-03,sarah38,Pay city several capital pattern health culture. Not expert father standard marriage.,1
a5df2003-da07-41b8-99cc-0373ed8628a9,Horizontal directional groupware,Productivity,1.0,4.7,False,1.97,USD,True,4878ef22-ad48-4fe8-915d-46d1769d8714,Gary Decker,joshua46@williams.com,Smith Group,a4089f23b5466cdc,v3,Sign democratic practice end part voice line even.,2026-02-25,unguyen,Arrive especially enjoy explain anyone standard. Important enter trip true similar this fire.,3
3281b188-26ce-4bbd-90da-8ea9193cc705,Profound radical artificial intelligence,Games,10.1,3.5,True,0.0,,True,575c5f2f-25a8-480b-afde-34e47dc0f4e6,Michelle King,deannamitchell@price.net,Hayden-Jenkins,114d970302ba20a6,v1,Feeling street lead effort decision before hundred.,2026-02-08,faithbyrd,Wonder few perform where. Later set style leader.,5
6eddbd9e-eebc-4682-b918-d2f15e816551,Inverse homogeneous alliance,Tools,1.4,4.7,False,45.69,USD,True,795cfea4-f494-484b-88e8-16f3bad6e3b6,Jessica Pearson,hmoyer@cuevas.org,Stevenson Group,886e4f2064d531d0,v4,Provide market office try term seat.,2026-02-01,rogersmelanie,Note quite bill. High fast blue house commercial husband beautiful.,3
1f42c5a4-0aff-46a5-bbba-bb2558d4ac25,Sharable bifurcated workforce,Productivity,7.1,4.0,False,8.77,USD,True,56a503e5-039d-486e-982f-044906a55bbe,Kelly Shaffer,jdalton@waters.com,Perkins Inc,fe9ff5171fc54a24,v1,Yet second job others father protect community.,2026-02-05,storres,Billion quality others left couple happen away. Then discuss decision.,3
434272fe-a28a-4093-bff3-713222bdacaa,Visionary bandwidth-monitored array,Productivity,12.1,3.0,False,24.69,USD,False,b16f950b-7da4-4327-9c6e-20848a02cde1,Carrie Adams,kramerglenn@murray-merritt.com,"Watson, Rivera and Roberts",649923abb364a52d,v3,Financial off garden charge least happen.,2026-01-04,paulaglover,Feel score Mrs become skin north thing many. Your which call thus same spring avoid entire.,3
c0a4b234-bfbc-49c2-82c0-7ece919f91dc,Organized uniform standardization,Education,7.1,4.2,False,41.92,USD,False,38ac6643-2206-4268-88fb-1f0fb1536a76,Wanda Garcia,jeffrey09@olson.info,Aguilar-Hamilton,e10b338a3a38b829,v3,Blood action skill other role.,2026-02-03,beth64,Western dark west range summer decade. After certain number culture different.,5
14e06fe9-52b5-4829-9639-0d4beddd53ea,Upgradable local instruction set,Finance,4.8,5.0,True,0.0,,True,27e41897-b6d0-47c8-9459-890ba420e7d7,Seth Ortega,gloriasmith@wagner.com,Rodriguez Ltd,b0606ba158af8177,v4,High resource bad woman television radio benefit.,2026-01-11,fpitts,During international some structure. His worry this.,1
be78355d-ed2b-4f1c-aef3-7701ce0cb7e5,Business-focused client-driven artificial intelligence,Tools,5.9,3.6,False,34.03,USD,False,e2a7eabe-857c-4dae-8cc1-1a3fbe814ee8,Ian Martin,kellycathy@walters.com,"Maxwell, Burke and Day",d765187962a63457,v2,Box several career point.,2026-02-14,wilsonemily,Recent set contain others message put chance. So field conference pretty goal pressure.,2
d8d485ae-c57f-4d8c-a332-765cf4a2803e,Fully-configurable optimal data-warehouse,Games,3.8,4.7,True,0.0,,False,78238658-0498-4995-8399-761c6772a888,Jeremy Mann,youngkelly@spencer.com,Cook-Collins,55208a3a2a7a6b40,v5,Country either break receive heavy onto.,2026-02-28,whitakermatthew,Father artist politics happen into debate. Create response sort president organization common.,2
8dc9570f-3e5f-4983-9f8c-1c8a6bc06457,Inverse intermediate definition,Social,10.0,4.3,True,0.0,,False,205c7184-dccb-4827-a3ec-6c520d2d3e62,Adriana Brown,angelaweaver@camacho.net,Johnson LLC,29fadd0582d07845,v3,Husband these indeed feeling.,2026-01-09,williamsalexis,Later west decision final east future work to. Child own their. Rock international list someone.,2
4105b316-b185-48c5-a595-b2c831e6b21d,Multi-lateral static frame,Productivity,2.2,2.2,False,40.49,USD,False,9861b12e-2fe6-484d-955e-3f0193e3dffc,Christopher Gomez,fferguson@white-campbell.com,Tran-Robles,6152e82b1edc9038,v5,Military picture middle purpose.,2026-01-26,oscar08,"Despite candidate ever vote.
Seem against sport get source. Receive peace speak administration.",3
93e89f73-503a-4cbd-8341-075d566bd18d,Innovative client-server process improvement,Education,3.8,1.1,False,5.3,USD,False,1672b008-3a34-4ef3-9d25-d7b218bf80e0,Stephanie Ibarra,tavila@phillips.net,Jackson-Frost,ab695d9e530b90ac,v4,Agreement board people window.,2026-01-26,andrewtaylor,Evidence front nation but test energy. Plan fill moment thing run.,1
49a5d5d6-add0-4fb7-aced-02e869724926,Business-focused 24/7 solution,Education,1.9,4.1,True,0.0,,True,62cd9805-033f-4b7b-830b-acf0a0aaef84,Robert Baldwin,tammyanderson@bryant-sanchez.biz,"Bailey, Kennedy and Higgins",92a79a4a7bc39dd5,v3,Type parent control pressure hour.,2026-02-22,amanda64,Course space picture piece. System actually weight never.,3
76c88590-05f5-4dbf-8cf7-5628540b180d,Phased optimal architecture,Education,4.4,3.6,False,21.83,USD,False,077a0350-4267-4df2-8ba1-10a8d3084bc3,Diamond Young,brettanderson@parker.com,"Jones, Phillips and Mcintyre",700920e94ee3d77e,v2,Film year laugh industry or large democratic.,2026-02-27,donald27,Contain evidence get girl property center. Field forward however draw new process.,1
8d8ea040-e1e9-45aa-8f4c-b1e77ae9e338,Down-sized bifurcated methodology,Finance,5.8,2.5,True,0.0,,True,2658f723-eab3-4df2-a5de-a8469b1ac205,Kim Terrell,derrickcarroll@wells.com,"Chen, Moran and Hill",e896f9512dfdfdd3,v5,Rock blood sort wear myself.,2026-03-05,jenniferwong,"Power maintain compare. Beautiful direction put wide large owner catch.
Modern certainly while.",2
22782a8c-5f4a-4dbd-afa5-dc80af8c0816,Face-to-face user-facing encryption,Productivity,10.2,4.4,True,0.0,,True,d8731c85-1987-4734-9bb8-96b8d6cb5d45,Caleb Peterson,osampson@peterson-carr.com,"Hayes, Daniel and Lawson",76ade74b366426ac,v4,Enough north either candidate trade social.,2026-02-22,andrew93,Member production visit themselves. Establish a street hospital page economy hit.,3
91c14909-340a-4ff0-b659-a796170ccc01,Visionary mobile architecture,Tools,2.7,1.3,True,0.0,,True,1250d71b-1aca-4201-bdb0-b8e8a82b303d,Jeffrey Johnson,jasonstephenson@rubio.com,"Crawford, Watson and Jones",1bd61b256ee87c5d,v1,Remember experience discover well present after professor.,2026-02-21,kelsey65,Me than own address. Store ever possible. Surface southern those enter week.,3
c69f60cc-16d6-4575-bcab-1b555fd34ebe,Profound foreground initiative,Games,9.8,2.6,True,0.0,,False,8f5742b7-1bcf-4faf-82d1-b378a28ecec2,Angela Nelson,lowerydarrell@francis.com,"Stanley, Phillips and Waters",331f3bb189f6ee44,v1,Part this ground red police three again north.,2026-02-25,timothy11,Leader act school product. Thus finish car question plant. City half real.,1
81beb373-1cde-4ae1-994e-7bbe94146b1a,Compatible system-worthy toolset,Education,11.2,2.3,True,0.0,,True,ef66d208-8f5e-4165-8453-f3a3f99b2db1,Bob Myers,william47@hunt-martin.biz,Horn-Baldwin,ef5b2819353fe277,v3,Three deal quite former.,2026-01-17,jprice,Admit above four. Garden tree everything skin some avoid yard news.,4
